OBJECTID,Shape,COMPKEY,ELMNTKEY,SEGKEY,UNITID,UNITDESC,RECEIPT_NBR,PANDD_NBR,PAIDAREA,SUBAREA,SIDE
1698,(47.59821137700004: -122.33364976299998),526740,43054,20594,PSL-A013,S KING ST 0010 BLOCK S SIDE ( 106) 106 FT E/O 1ST AVE S (S5-01-09)                                                                                                                                                                                             ,A013,1013002,Pioneer Square,Edge,S
1699,(47.61127242800006: -122.34220836799994),527441,13302,13310,PSL-J070,VIRGINIA ST 0010 BLOCK SE SIDE (  96) 96 FT NE/O 1ST AVE (20-01-09)                                                                                                                                                                                            ,J070,10070002,Belltown,South,SE
1700,(47.60552800700003: -122.33916724399995),615541,12765,12768,PSL-B169,SENECA ST 0006 BLOCK NW SIDE (  52) 52 FT NE/O ALASKAN E RDWY WAY (12-00-08)                                                                                                                                                                                   ,B169,2169002,Commercial Core,Waterfront,NW
1701,(47.60058235500003: -122.33406115099996),527499,1218,1186,PSL-A010,1ST AVE S 0020 BLOCK E SIDE (  89) 89 FT S/O S WASHINGTON ST (S01-02-06)                                                                                                                                                                                       ,A010,1010302,Pioneer Square,Core,E
1702,(47.601644262000036: -122.33323102099996),527504,59058,13762,PSL-A110,YESLER WAY 0012 BLOCK S SIDE ( 163) 163 FT E/O JAMES ST (S1-01-15)                                                                                                                                                                                             ,A110,1110102,Pioneer Square,Core,S
1703,(47.624456261000034: -122.33889476799999),604223,79778,11772,PSL-U359,MERCER SR ST 0090 BLOCK S SIDE ( 189) 189 FT E/O 9TH AVE N (N6-09-15)                                                                                                                                                                                          ,U359,19359002,South Lake Union,South,S
1704,(47.66568128400007: -122.38249645699995),631075,76961,9044,PSL-K091,BALLARD AVE NW 0520 BLOCK SW SIDE ( 106) 106 FT NW/O 20TH AVE NW (NWBL-52-NWBL-52-11)                                                                                                                                                                          ,K091,11091002,Ballard,Core,SW
1705,(47.660401859000046: -122.31535606499995),529939,1602,1567,PSL-L067,12TH AVE NE 0430 BLOCK E SIDE ( 192) 192 FT N/O NE 43RD ST (NE12-43-16)                                                                                                                                                                                        ,L067,12067002,University District,Core,E
1706,(47.62468573400008: -122.34044971799995),642573,130793,589798,PSL-U374,MERCER NR ST 0080 BLOCK N SIDE ( 153) 153 FT E/O 8TH AVE N (N6-08--14)                                                                                                                                                                                         ,U374,19374010,South Lake Union,South,N
1707,(47.60955272500007: -122.34228029699995),527697,13518,13505,PSL-B035,WESTERN AVE 0160 BLOCK NE SIDE (  92) 92 FT NW/O PINE ST (OW-19-08)                                                                                                                                                                                            ,B035,2035002,Belltown,South,NE
